CountryOrTerritory,ReportingYear,UpdateTime,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Municipality,Pollutant,AggregationType,Namespace,Unit,BeginPosition,EndPosition,Validity,Verification,DataCoverage,DataCapture,TimeCoverage,AQValue
France,2019,2020-11-21T23:14:17.13Z,STA-FR38014,SPO-FR38014_5,-21.312895000000008,55.474193999999997,Saint-Pierre,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.02283105,100,95.02283105,18.285643
France,2019,2020-11-21T23:14:17.13Z,STA-FR39015,SPO-FR39015_5,14.607315000000002,-61.069800000000001,Fort-de-France,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,75.98173516,100,75.98173516,30.192022
France,2019,2020-11-21T23:14:17.13Z,STA-FR41001,SPO-FR41001_5,41.924685999999994,8.7356920000000002,Ajaccio,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.51598174,100,98.51598174,17.082317
France,2019,2020-11-21T23:14:17.13Z,STA-FR04034,SPO-FR04034_5,48.77579999999999,2.3757999999999995,Arrondissement de L'HaÃ¿-les-Roses,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.33105023,100,95.33105023,19.266363
France,2019,2020-11-21T23:14:17.13Z,STA-FR04122,SPO-FR04122_5,48.52805699999999,2.6536109999999997,Melun,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.77853881,100,98.77853881,25.601132
France,2019,2020-11-21T23:14:17.13Z,STA-FR08252,SPO-FR08252_5,44.053561999999999,4.6973640000000003,NÃ®mes,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.68493151,100,95.68493151,14.744738
France,2019,2020-11-21T23:14:17.13Z,STA-FR16060,SPO-FR16060_5,47.594913000000005,7.5681750000000001,Mulhouse,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,99.29223744,100,99.29223744,15.460922
France,2019,2020-11-21T23:14:17.13Z,STA-FR23107,SPO-FR23107_5,47.252777000000002,-1.5733330000000003,Nantes,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.41552511,100,96.41552511,15.326355
France,2019,2020-11-21T23:14:17.13Z,STA-FR26019,SPO-FR26019_5,47.800575000000002,3.5761889999999998,Auxerre,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.00228311,100,98.00228311,15.226674
France,2019,2020-11-21T23:14:17.13Z,STA-FR26035,SPO-FR26035_5,47.137229999999995,4.9505730000000003,Beaune,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.98401826,100,98.98401826,14.903771
France,2019,2020-11-21T23:14:17.13Z,STA-FR30019,SPO-FR30019_5,48.17278000000001,6.4528110000000005,Ã‰pinal,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,87.85388128,100,87.85388128,11.025402
France,2019,2020-11-21T23:14:17.13Z,STA-FR34013,SPO-FR34013_5,47.907074000000009,1.9011389999999999,OrlÃ©ans,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.80821918,100,97.80821918,18.745331
France,2019,2020-11-21T23:14:17.13Z,STA-FR34030,SPO-FR34030_5,47.075043000000008,2.4071830000000003,Bourges,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,99.17808219,100,99.17808219,15.110267
France,2019,2020-11-21T23:14:17.13Z,STA-FR07054,SPO-FR07054_5,45.039000000000001,3.8870010000000006,Le Puy-en-Velay,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.91552511,100,98.91552511,12.816122
France,2019,2020-11-21T23:14:17.13Z,STA-FR09003,SPO-FR09003_5,46.162556000000002,-1.1536029999999999,La Rochelle,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.77853881,100,98.77853881,17.014168
France,2019,2020-11-21T23:14:17.13Z,STA-FR37006,SPO-FR37006_5,16.236740000000005,-61.534100000000002,Pointe-Ã -Pitre,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.20776256,100,98.20776256,21.442206
France,2019,2020-11-21T23:14:17.13Z,STA-FR10012,SPO-FR10012_5,51.019429999999986,2.2509899999999998,Mardyck,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,92.43150685,100,92.43150685,24.099036
France,2019,2020-11-21T23:14:17.13Z,STA-FR12004,SPO-FR12004_5,43.575558000000008,1.4186110000000001,Toulouse,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.84474886,100,95.84474886,15.665126
France,2019,2020-11-21T23:14:17.13Z,STA-FR14011,SPO-FR14011_5,49.250731999999999,4.0230639999999998,Reims,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.19406393,100,95.19406393,22.744297
France,2019,2020-11-21T23:14:17.13Z,STA-FR31041,SPO-FR31041_5,43.89609999999999,-0.49140300000000003,Mont-de-Marsan,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.94977169,100,98.94977169,17.45451
France,2019,2020-11-21T23:14:17.13Z,STA-FR34025,SPO-FR34025_5,47.419079999999994,0.68294099999999991,Tours,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.31278539,100,96.31278539,15.709873
France,2019,2020-11-21T23:14:17.13Z,STA-FR37007,SPO-FR37007_5,16.250659999999996,-61.527794000000007,Pointe-Ã -Pitre,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.3630137,100,97.3630137,24.009063
France,2019,2020-11-21T23:14:17.13Z,STA-FR82006,SPO-FR82006_5,47.247399999999992,6.0154189999999996,BesanÃ§on,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.92694064,100,98.92694064,14.791599
France,2019,2020-11-21T23:14:17.13Z,STA-FR82030,SPO-FR82030_5,47.294640000000008,6.8258609999999997,MontbÃ©liard,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.62100457,100,96.62100457,11.237795
France,2019,2020-11-21T23:14:17.13Z,STA-FR03030,SPO-FR03030_5,43.453582999999995,5.466672,Aix-en-Provence,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.72146119,100,98.72146119,25.493166
France,2019,2020-11-21T23:14:17.13Z,STA-FR31045,SPO-FR31045_5,44.833829999999999,-0.59853000000000001,Bordeaux,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.55707763,100,97.55707763,22.022302
France,2019,2020-11-21T23:14:17.13Z,STA-FR39016,SPO-FR39016_5,14.678063999999994,-60.939064000000002,La TrinitÃ©,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,87.30593607,100,87.30593607,19.970201
France,2019,2020-11-21T23:14:17.13Z,STA-FR41024,SPO-FR41024_5,42.2361,9.1900189999999995,Corte,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.52511416,100,95.52511416,9.155341
France,2019,2020-11-21T23:14:17.13Z,STA-FR23182,SPO-FR23182_5,47.971066,0.22142200000000004,Le Mans,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.48173516,100,98.48173516,15.105645
France,2019,2020-11-21T23:14:17.13Z,STA-FR36021,SPO-FR36021_5,44.569442999999985,5.2789720000000004,Die,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.33561644,100,96.33561644,8.119184
France,2019,2020-11-21T23:14:17.13Z,STA-FR02022,SPO-FR02022_5,43.675114000000001,4.6292099999999996,Arles,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.87899543,100,95.87899543,22.257744
France,2019,2020-11-21T23:14:17.13Z,STA-FR04098,SPO-FR04098_5,48.84028,2.635278,Torcy,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.41324201,100,98.41324201,17.282229
France,2019,2020-11-21T23:14:17.13Z,STA-FR06133,SPO-FR06133_5,50.09225,3.8500299999999998,Avesnes-sur-Helpe,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,92.35159817,100,92.35159817,16.192904
France,2019,2020-11-21T23:14:17.13Z,STA-FR07031,SPO-FR07031_5,45.10472,3.277361,Saint-Flour,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,91.25570776,100,91.25570776,8.308581
France,2019,2020-11-21T23:14:17.13Z,STA-FR12053,SPO-FR12053_5,43.61055799999999,2.23,Castres,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.43607306,100,98.43607306,15.307027
France,2019,2020-11-21T23:14:17.13Z,STA-FR12085,SPO-FR12085_5,43.610385999999991,1.4152,Toulouse,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.33561644,100,96.33561644,21.48796
France,2019,2020-11-21T23:14:17.13Z,STA-FR28010,SPO-FR28010_5,50.449139999999993,2.8999999999999999,Lens,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,85.84474886,100,85.84474886,20.304973
France,2019,2020-11-21T23:14:17.13Z,STA-FR19061,SPO-FR19061_5,48.513509999999997,-2.74953,Saint-Brieuc,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,94.73744292,100,94.73744292,15.450885
France,2019,2020-11-21T23:14:17.13Z,STA-FR23188,SPO-FR23188_5,47.222499999999997,-1.5375000000000003,Nantes,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.89954338,100,97.89954338,17.10457
France,2019,2020-11-21T23:14:17.13Z,STA-FR28028,SPO-FR28028_5,50.535384999999998,2.6356919999999997,BÃ©thune,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.21461187,100,97.21461187,17.882468
France,2019,2020-11-21T23:14:17.13Z,STA-FR36001,SPO-FR36001_5,44.870243000000002,4.8762889999999999,Valence,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.83789954,100,96.83789954,16.599705
France,2019,2020-11-21T23:14:17.13Z,STA-FR82020,SPO-FR82020_5,47.640667000000001,6.8592780000000007,Belfort,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.17351598,100,98.17351598,15.168511
France,2019,2020-11-21T23:14:17.13Z,STA-FR18089,SPO-FR18089_5,49.435931999999994,2.084292,Beauvais,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,87.73972603,100,87.73972603,19.317876
France,2019,2020-11-21T23:14:17.13Z,STA-FR32006,SPO-FR32006_5,46.31617399999999,4.839993999999999,MÃ¢con,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,92.46575342,100,92.46575342,13.582185
France,2019,2020-11-21T23:14:17.13Z,STA-FR82040,SPO-FR82040_5,47.096719999999998,5.4963890000000006,Dole,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.33333333,100,98.33333333,14.457209
France,2019,2020-11-21T23:14:17.13Z,STA-FR25054,SPO-FR25054_5,49.434162000000008,1.0670527000000001,Rouen,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.92694064,100,98.92694064,26.093849
France,2019,2020-11-21T23:14:17.13Z,STA-FR03070,SPO-FR03070_5,43.437859999999993,6.7683660000000003,Draguignan,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.34018265,100,97.34018265,18.767362
France,2019,2020-11-21T23:14:17.13Z,STA-FR04004,SPO-FR04004_5,48.891665999999994,2.3466670000000001,Paris,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.35616438,100,98.35616438,19.684168
France,2019,2020-11-21T23:14:17.13Z,STA-FR14022,SPO-FR14022_5,48.962223000000002,4.3600000000000003,ChÃ¢lons-en-Champagne,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.34018265,100,97.34018265,16.849173
France,2019,2020-11-21T23:14:17.13Z,STA-FR19008,SPO-FR19008_5,47.831919999999997,-1.8363300000000002,Guipry,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,88.69863014,100,88.69863014,16.404221
France,2019,2020-11-21T23:14:17.13Z,STA-FR09403,SPO-FR09403_5,46.590899999999991,0.34039999999999998,Poitiers,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,81.62100457,100,81.62100457,21.029258
France,2019,2020-11-21T23:14:17.13Z,STA-FR08616,SPO-FR08616_5,43.829886999999992,4.3619890000000003,NÃ®mes,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.51826484,100,96.51826484,21.357599
France,2019,2020-11-21T23:14:17.13Z,STA-FR09008,SPO-FR09008_5,46.135155000000005,-1.1170420000000001,La Rochelle,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.70776256,100,95.70776256,18.043249
France,2019,2020-11-21T23:14:17.13Z,STA-FR10004,SPO-FR10004_5,51.048579999999994,2.4200400000000002,Dunkerque,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,86.64383562,100,86.64383562,20.033886
France,2019,2020-11-21T23:14:17.13Z,STA-FR16034,SPO-FR16034_5,48.590429999999998,7.7449830000000013,Strasbourg,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,99.22374429,100,99.22374429,22.110538
France,2019,2020-11-21T23:14:17.13Z,STA-FR16054,SPO-FR16054_5,48.074642000000004,7.3506669999999996,Colmar-RibeauvillÃ©,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,99.17808219,100,99.17808219,16.186118
France,2019,2020-11-21T23:14:17.13Z,STA-FR19014,SPO-FR19014_5,48.397460000000002,-4.4887100000000002,Brest,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,93.68721461,100,93.68721461,18.344096
France,2019,2020-11-21T23:14:17.13Z,STA-FR20029,SPO-FR20029_5,45.663899999999998,4.8458999999999994,Lyon,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.73972603,100,97.73972603,17.081885
France,2019,2020-11-21T23:14:17.13Z,STA-FR21021,SPO-FR21021_5,49.147224000000001,0.22722200000000004,Lisieux,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.23059361,100,98.23059361,15.833596
France,2019,2020-11-21T23:14:17.13Z,STA-FR22054,SPO-FR22054_5,49.187420000000003,6.9108669999999996,Forbach-Boulay-Moselle,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.70547945,100,97.70547945,17.213225
France,2019,2020-11-21T23:14:17.13Z,STA-FR23140,SPO-FR23140_5,47.204394999999998,-1.5528280000000003,Nantes,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.83789954,100,96.83789954,19.329399
France,2019,2020-11-21T23:14:17.13Z,STA-FR29423,SPO-FR29423_5,46.041109999999996,4.0746560000000001,Roanne,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.92922374,100,96.92922374,13.679283
France,2019,2020-11-21T23:14:17.13Z,STA-FR35004,SPO-FR35004_5,45.158745000000003,1.5372219999999999,Brive-la-Gaillarde,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,91.16438356,100,91.16438356,14.924567
France,2019,2020-11-21T23:14:17.13Z,STA-FR40007,SPO-FR40007_5,4.8481599999999929,-52.323799999999991,Arrondissement de Cayenne,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,81.79223744,100,81.79223744,23.058771
France,2019,2020-11-21T23:14:17.13Z,STA-FR10025,SPO-FR10025_5,50.949889999999996,1.7691699999999999,Calais,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,91.10730594,100,91.10730594,22.506828
France,2019,2020-11-21T23:14:17.13Z,STA-FR27002,SPO-FR27002_5,45.367819999999995,4.8051470000000007,Vienne,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.78082192,100,96.78082192,18.117268
France,2019,2020-11-21T23:14:17.13Z,STA-FR41002,SPO-FR41002_5,42.697918000000001,9.4464189999999988,Bastia,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.77625571,100,95.77625571,18.147651
France,2019,2020-11-21T23:14:17.13Z,STA-FR33211,SPO-FR33211_5,46.195829999999987,6.2405559999999998,Saint-Julien-en-Genevois,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,87.4543379,100,87.4543379,17.748753
France,2019,2020-11-21T23:14:17.13Z,STA-FR04319,SPO-FR04319_5,48.955550000000002,2.575278,Le Raincy,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,94.32648402,100,94.32648402,19.638884
France,2019,2020-11-21T23:14:17.13Z,STA-FR07028,SPO-FR07028_5,45.929332999999993,2.8298059999999996,Riom,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.65981735,100,97.65981735,10.827083
France,2019,2020-11-21T23:14:17.13Z,STA-FR12026,SPO-FR12026_5,43.928055000000001,2.1461109999999999,Albi,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.36757991,100,98.36757991,13.801624
France,2019,2020-11-21T23:14:17.13Z,STA-FR12042,SPO-FR12042_5,43.096943000000003,-0.038889000000000007,ArgelÃ¨s-Gazost,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,99.44063927,100,99.44063927,12.422259
France,2019,2020-11-21T23:14:17.13Z,STA-FR14028,SPO-FR14028_5,49.046099999999996,3.955911,Ã‰pernay,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,99.01826484,100,99.01826484,20.244985
France,2019,2020-11-21T23:14:17.13Z,STA-FR22009,SPO-FR22009_5,49.165725999999999,6.7168860000000006,Forbach-Boulay-Moselle,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.35159817,100,97.35159817,15.604995
France,2019,2020-11-21T23:14:17.13Z,STA-FR25049,SPO-FR25049_5,49.304869999999994,1.214367,Les Andelys,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,78.26484018,100,78.26484018,12.874343
France,2019,2020-11-21T23:14:17.13Z,STA-FR25053,SPO-FR25053_5,49.436700000000002,1.098838,Rouen,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.98401826,100,98.98401826,21.246084
France,2019,2020-11-21T23:14:17.13Z,STA-FR33111,SPO-FR33111_5,45.274722999999994,6.3497219999999999,Saint-Jean-de-Maurienne,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,99.34931507,100,99.34931507,15.032322
France,2019,2020-11-21T23:14:17.13Z,STA-FR33202,SPO-FR33202_5,45.916942999999996,6.1355560000000011,Annecy,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.85388128,100,97.85388128,15.605004
France,2019,2020-11-21T23:14:17.13Z,STA-FR21037,SPO-FR21037_5,49.646950000000004,-1.5934200000000001,Tourlaville,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.51598174,100,98.51598174,20.441622
France,2019,2020-11-21T23:14:17.13Z,STA-FR23238,SPO-FR23238_5,47.19415,-1.5816778,Nantes,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.15296804,100,96.15296804,18.598789
France,2019,2020-11-21T23:14:17.13Z,STA-FR40008,SPO-FR40008_5,4.9378467000000024,-52.320929999999997,Arrondissement de Cayenne,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.09360731,100,98.09360731,27.433329
France,2019,2020-11-21T23:14:17.13Z,STA-FR03069,SPO-FR03069_5,43.119735999999989,6.1313190000000004,Toulon,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,91.66666667,100,91.66666667,15.77584
France,2019,2020-11-21T23:14:17.13Z,STA-FR04118,SPO-FR04118_5,48.870273999999988,2.3325,Paris,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,80.82191781,100,80.82191781,27.551285
